player,player_url,team,raw_position,scorito_position,round,round_order,opponent,team_xg,adjusted_team_xg,opponent_xg,team_elo_diff,opponent_goals_against_per_match,opponent_clean_sheet_rate,opponent_defense_factor,attacking_opportunity_score,group_goals,group_goal_matches,team_completed_group_goals,player_goal_share_uncapped,position_share_cap,player_goal_share,carryover_boost,multi_match_scorer_boost,expected_round_goals,points_per_goal,expected_round_points
Connor Metcalfe,https://en.wikipedia.org/wiki/Connor_Metcalfe,Australia,Central midfielder,Middenvelder,Round of 32,1,Egypt,1.266,1.2465879999999998,1.493,-53.67,1.0,0.0,0.9846666666666666,1.130666333333333,1,1,2.0,0.335,0.38,0.335,0.7891661533851608,1.0,0.32956129403339374,48,15.8189421136029
Connor Metcalfe,https://en.wikipedia.org/wiki/Connor_Metcalfe,Australia,Central midfielder,Middenvelder,Round of 16,2,Argentina,0.957,0.892562,1.975,-235.44,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.40398533333333325,1,1,2.0,0.335,0.38,0.335,0.7891661533851608,1.0,0.2359672062662516,48,11.326425900780077
Cristiano Ronaldo,https://en.wikipedia.org/wiki/Cristiano_Ronaldo,Portugal,Forward,Aanvaller,Round of 32,1,Croatia,1.486,1.4959066666666665,1.273,50.26,1.6666666666666667,0.3333333333333333,1.0066666666666666,1.58588,2,1,6.0,0.32,0.62,0.32,1.4304732526990827,1.0,0.6847534320642908,24,16.43408236954298
Cristiano Ronaldo,https://en.wikipedia.org/wiki/Cristiano_Ronaldo,Portugal,Forward,Aanvaller,Round of 16,2,Spain,1.2,1.088,1.575,-88.38,0.0,1.0,0.9066666666666667,0.7700133333333334,2,1,6.0,0.32,0.62,0.32,1.4304732526990827,1.0,0.49803356765971263,24,11.952805623833104
Cristiano Ronaldo,https://en.wikipedia.org/wiki/Cristiano_Ronaldo,Portugal,Forward,Aanvaller,Quarterfinals,3,United States,1.683,1.667292,1.123,131.56,1.3333333333333333,0.3333333333333333,0.9906666666666666,1.845882,2,1,6.0,0.32,0.62,0.32,1.4304732526990827,1.0,0.7632053153405309,32,24.42257009089699
Cristiano Ronaldo,https://en.wikipedia.org/wiki/Cristiano_Ronaldo,Portugal,Forward,Aanvaller,Semifinals,4,France,1.175,1.1264333333333334,1.609,-102.28,0.6666666666666666,0.3333333333333333,0.9586666666666667,0.8875966666666667,2,1,6.0,0.32,0.62,0.32,1.4304732526990827,1.0,0.5156264813702411,40,20.625059254809646
Cristiano Ronaldo,https://en.wikipedia.org/wiki/Cristiano_Ronaldo,Portugal,Forward,Aanvaller,Match for third place,5,Argentina,1.177,1.0977486666666667,1.607,-101.19,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.8105469999999999,2,1,6.0,0.32,0.62,0.32,1.4304732526990827,1.0,0.5024960338728793,48,24.119809625898206
Crysencio Summerville,https://en.wikipedia.org/wiki/Crysencio_Summerville,Netherlands,Winger,Aanvaller,Round of 32,1,Morocco,1.505,1.466873333333333,1.256,58.72,1.0,0.3333333333333333,0.9746666666666666,1.5028699999999997,2,2,10.0,0.21333333333333335,0.62,0.21333333333333335,1.4304732526990827,1.1,0.4924064800584463,24,11.817755521402711
Crysencio Summerville,https://en.wikipedia.org/wiki/Crysencio_Summerville,Netherlands,Winger,Aanvaller,Round of 16,2,South Africa,1.794,1.7485519999999999,1.054,173.01,1.0,0.3333333333333333,0.9746666666666666,1.9559836666666668,2,2,10.0,0.21333333333333335,0.62,0.21333333333333335,1.4304732526990827,1.1,0.5869616114450849,24,14.087078674682036
Crysencio Summerville,https://en.wikipedia.org/wiki/Crysencio_Summerville,Netherlands,Winger,Aanvaller,Quarterfinals,3,France,1.229,1.1782013333333334,1.538,-72.73,0.6666666666666666,0.3333333333333333,0.9586666666666667,0.9836896666666668,2,2,10.0,0.21333333333333335,0.62,0.21333333333333335,1.4304732526990827,1.1,0.3955037958379739,32,12.656121466815165
Cyle Larin,https://en.wikipedia.org/wiki/Cyle_Larin,Canada,Forward,Aanvaller,Round of 32,1,South Africa,1.304,1.2709653333333333,1.45,-34.69,1.0,0.3333333333333333,0.9746666666666666,1.166847,2,2,8.0,0.256,0.62,0.256,1.4304732526990827,1.1,0.5119718671066159,24,12.287324810558783
Daichi Kamada,https://en.wikipedia.org/wiki/Daichi_Kamada,Japan,Central midfielder,Middenvelder,Round of 32,1,Brazil,1.17,1.0912199999999999,1.616,-104.9,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.7984533333333331,2,2,7.0,0.26,0.38,0.26,1.4304732526990827,1.1,0.44643485252374376,48,21.4288729211397
Daizen Maeda,https://en.wikipedia.org/wiki/Daizen_Maeda,Japan,Forward,Aanvaller,Round of 32,1,Brazil,1.17,1.0912199999999999,1.616,-104.9,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.7984533333333331,1,1,7.0,0.17333333333333334,0.62,0.17333333333333334,0.7891661533851608,1.0,0.14926667424880555,24,3.582400181971333
Daniel Muñoz,https://en.wikipedia.org/wiki/Daniel_Mu%C3%B1oz_(footballer),Colombia,Right-back right wing-back,Keeper / Verdediger,Round of 32,1,Ghana,1.867,1.7711606666666666,1.012,198.94,0.6666666666666666,0.6666666666666666,0.9486666666666667,1.9674873333333331,2,2,4.0,0.3566666666666667,0.18,0.18,1.4304732526990827,1.1,0.5016523960600698,96,48.158630021766704
Daniel Muñoz,https://en.wikipedia.org/wiki/Daniel_Mu%C3%B1oz_(footballer),Colombia,Right-back right wing-back,Keeper / Verdediger,Round of 16,2,Switzerland,1.503,1.4799539999999998,1.258,57.99,1.0,0.0,0.9846666666666666,1.5315223333333332,2,2,4.0,0.3566666666666667,0.18,0.18,1.4304732526990827,1.1,0.41917285322055353,96,40.24059390917314
Deniz Undav,https://en.wikipedia.org/wiki/Deniz_Undav,Germany,Forward,Aanvaller,Round of 32,1,Paraguay,1.574,1.5435693333333333,1.201,87.98,1.3333333333333333,0.6666666666666666,0.9806666666666666,1.6401226666666666,3,2,10.0,0.2966666666666667,0.62,0.2966666666666667,1.65,1.1,0.8311349075333334,24,19.947237780800002
Deniz Undav,https://en.wikipedia.org/wiki/Deniz_Undav,Germany,Forward,Aanvaller,Round of 16,2,France,1.048,1.0046826666666666,1.805,-176.77,0.6666666666666666,0.3333333333333333,0.9586666666666667,0.6541109999999999,3,2,10.0,0.2966666666666667,0.62,0.2966666666666667,1.65,1.1,0.5409713818666667,24,12.983313164800002
Derrick Luckassen,https://en.wikipedia.org/wiki/Derrick_Luckassen,Ghana,Centre-back,Keeper / Verdediger,Round of 32,1,Colombia,1.012,0.9438586666666666,1.867,-198.94,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.5100319999999998,1,1,2.0,0.28500000000000003,0.18,0.18,0.7891661533851608,1.0,0.1340750363962644,96,12.871203494041382
Emam Ashour,https://en.wikipedia.org/wiki/Emam_Ashour,Egypt,Midfielder winger,Aanvaller,Round of 32,1,Australia,1.493,1.4163593333333335,1.266,53.67,0.6666666666666666,0.6666666666666666,0.9486666666666667,1.3947810000000003,1,1,5.0,0.22285714285714286,0.62,0.22285714285714286,0.7891661533851608,1.0,0.24909697730866096,24,5.978327455407863
Erling Haaland,https://en.wikipedia.org/wiki/Erling_Haaland,Norway,Striker,Aanvaller,Round of 32,1,Ivory Coast,1.295,1.2285233333333332,1.459,-38.76,0.6666666666666666,0.6666666666666666,0.9486666666666667,1.0682999999999998,4,2,8.0,0.45600000000000007,0.62,0.45600000000000007,1.129226493747105,1.1,0.6958601978471514,24,16.700644748331634
Ermin Mahmić,https://en.wikipedia.org/wiki/Ermin_Mahmi%C4%87,Bosnia and Herzegovina,Attacking midfielder,Middenvelder,Round of 32,1,United States,1.169,1.1580893333333333,1.617,-105.27,1.3333333333333333,0.3333333333333333,0.9906666666666666,0.9814343333333333,2,2,5.0,0.33428571428571424,0.38,0.33428571428571424,1.4304732526990827,1.1,0.6091613013251075,48,29.23974246360516
Felix Nmecha,https://en.wikipedia.org/wiki/Felix_Nmecha,Germany,Midfielder,Middenvelder,Round of 32,1,Paraguay,1.574,1.5435693333333333,1.201,87.98,1.3333333333333333,0.6666666666666666,0.9806666666666666,1.6401226666666666,1,1,10.0,0.11166666666666668,0.38,0.11166666666666668,0.7891661533851608,1.0,0.13602481518181264,48,6.529191128727007
Felix Nmecha,https://en.wikipedia.org/wiki/Felix_Nmecha,Germany,Midfielder,Middenvelder,Round of 16,2,France,1.048,1.0046826666666666,1.805,-176.77,0.6666666666666666,0.3333333333333333,0.9586666666666667,0.6541109999999999,1,1,10.0,0.11166666666666668,0.38,0.11166666666666668,0.7891661533851608,1.0,0.08853620702257883,48,4.2497379370837844
Fiston Mayele,https://en.wikipedia.org/wiki/Fiston_Mayele,DR Congo,Forward,Aanvaller,Round of 32,1,England,1.084,1.0283546666666668,1.744,-154.55,0.6666666666666666,0.6666666666666666,0.9486666666666667,0.6944463333333333,1,1,4.0,0.26,0.62,0.26,0.7891661533851608,1.0,0.21100110111834333,24,5.06402642684024
Folarin Balogun,https://en.wikipedia.org/wiki/Folarin_Balogun,United States,Striker,Aanvaller,Round of 32,1,Bosnia and Herzegovina,1.617,1.669822,1.169,105.27,2.0,0.0,1.0326666666666666,1.892310333333333,2,1,8.0,0.256,0.62,0.256,1.4304732526990827,1.0,0.6114907411887328,24,14.675777788529587
Folarin Balogun,https://en.wikipedia.org/wiki/Folarin_Balogun,United States,Striker,Aanvaller,Round of 16,2,Belgium,1.134,1.0871279999999999,1.667,-125.01,0.6666666666666666,0.3333333333333333,0.9586666666666667,0.8141963333333332,2,1,8.0,0.256,0.62,0.256,1.4304732526990827,1.0,0.39810752672262356,24,9.554580641342966
Folarin Balogun,https://en.wikipedia.org/wiki/Folarin_Balogun,United States,Striker,Aanvaller,Quarterfinals,3,Portugal,1.123,1.0473846666666666,1.683,-131.56,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.7146279999999998,2,1,8.0,0.256,0.62,0.256,1.4304732526990827,1.0,0.38355347224417563,32,12.27371111181362
Franck Kessié,https://en.wikipedia.org/wiki/Franck_Kessi%C3%A9,Ivory Coast,Central midfielder,Middenvelder,Round of 32,1,Norway,1.459,1.5300046666666667,1.295,38.76,2.3333333333333335,0.0,1.0486666666666666,1.6860613333333334,1,1,4.0,0.22333333333333336,0.38,0.22333333333333336,0.7891661533851608,1.0,0.26965889709821156,48,12.943627060714155
Franck Kessié,https://en.wikipedia.org/wiki/Franck_Kessi%C3%A9,Ivory Coast,Central midfielder,Middenvelder,Round of 16,2,Brazil,1.041,0.9709059999999999,1.815,-180.59,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.5646043333333333,1,1,4.0,0.22333333333333336,0.38,0.22333333333333336,0.7891661533851608,1.0,0.17111937424114795,48,8.213729963575101
Gessime Yassine,https://en.wikipedia.org/wiki/Gessime_Yassine,Morocco,Winger,Aanvaller,Round of 32,1,Netherlands,1.256,1.2568373333333331,1.505,-58.72,1.3333333333333333,0.0,1.0006666666666666,1.1666739999999998,1,1,6.0,0.195,0.62,0.195,0.7891661533851608,1.0,0.19341142933661828,24,4.641874304078839
Giovani Lo Celso,https://en.wikipedia.org/wiki/Giovani_Lo_Celso,Argentina,Midfielder,Middenvelder,Round of 32,1,Cape Verde,2.265,2.14873,0.835,324.53,0.6666666666666666,0.6666666666666666,0.9486666666666667,2.5334416666666666,1,1,8.0,0.134,0.38,0.134,0.7891661533851608,1.0,0.22722446849428174,48,10.906774487725524
Giovani Lo Celso,https://en.wikipedia.org/wiki/Giovani_Lo_Celso,Argentina,Midfielder,Middenvelder,Round of 16,2,Australia,1.975,1.8736166666666667,0.957,235.44,0.6666666666666666,0.6666666666666666,0.9486666666666667,2.1246933333333335,1,1,8.0,0.134,0.38,0.134,0.7891661533851608,1.0,0.1981317109387225,48,9.51032212505868
Giovani Lo Celso,https://en.wikipedia.org/wiki/Giovani_Lo_Celso,Argentina,Midfielder,Middenvelder,Quarterfinals,3,Switzerland,1.784,1.7566453333333332,1.059,169.43,1.0,0.0,0.9846666666666666,1.9753736666666664,1,1,8.0,0.134,0.38,0.134,0.7891661533851608,1.0,0.18576219543620048,64,11.888780507916831
Giovani Lo Celso,https://en.wikipedia.org/wiki/Giovani_Lo_Celso,Argentina,Midfielder,Middenvelder,Semifinals,4,Brazil,1.439,1.3421073333333333,1.314,29.55,0.3333333333333333,0.6666666666666666,0.9326666666666666,1.2510156666666667,1,1,8.0,0.134,0.38,0.134,0.7891661533851608,1.0,0.14192552134467548,80,11.354041707574039
Giovani Lo Celso,https://en.wikipedia.org/wiki/Giovani_Lo_Celso,Argentina,Midfielder,Middenvelder,Match for third place,5,Portugal,1.607,1.4987953333333333,1.177,101.19,0.3333333333333333,0.6666666666666666,0.9326666666666666,1.5151636666666668,1,1,8.0,0.134,0.38,0.134,0.7891661533851608,1.0,0.15849500542105174,96,15.215520520420966
Giovanni Reyna,https://en.wikipedia.org/wiki/Giovanni_Reyna,United States,Attacking midfielder winger,Aanvaller,Round of 32,1,Bosnia and Herzegovina,1.617,1.669822,1.169,105.27,2.0,0.0,1.0326666666666666,1.892310333333333,1,1,8.0,0.156,0.62,0.156,0.7891661533851608,1.0,0.2055716527141549,24,4.9337196651397175
Giovanni Reyna,https://en.wikipedia.org/wiki/Giovanni_Reyna,United States,Attacking midfielder winger,Aanvaller,Round of 16,2,Belgium,1.134,1.0871279999999999,1.667,-125.01,0.6666666666666666,0.3333333333333333,0.9586666666666667,0.8141963333333332,1,1,8.0,0.156,0.62,0.156,0.7891661533851608,1.0,0.13383624103157926,24,3.2120697847579023
Giovanni Reyna,https://en.wikipedia.org/wiki/Giovanni_Reyna,United States,Attacking midfielder winger,Aanvaller,Quarterfinals,3,Portugal,1.123,1.0473846666666666,1.683,-131.56,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.7146279999999998,1,1,8.0,0.156,0.62,0.156,0.7891661533851608,1.0,0.12894344244723743,32,4.126190158311598
Gonzalo Plata,https://en.wikipedia.org/wiki/Gonzalo_Plata,Ecuador,Right winger,Aanvaller,Round of 32,1,Mexico,1.218,1.10432,1.552,-78.86,0.0,1.0,0.9066666666666667,0.8006133333333333,1,1,2.0,0.39,0.62,0.39,0.7891661533851608,1.0,0.3398818669374573,24,8.157164806498976
Granit Xhaka,https://en.wikipedia.org/wiki/Granit_Xhaka,Switzerland,Defensive midfielder,Middenvelder,Round of 32,1,Algeria,1.471,1.5425886666666666,1.286,43.73,2.3333333333333335,0.0,1.0486666666666666,1.7061003333333333,1,1,7.0,0.1488888888888889,0.38,0.1488888888888889,0.7891661533851608,1.0,0.18125119380007731,48,8.70005730240371
Granit Xhaka,https://en.wikipedia.org/wiki/Granit_Xhaka,Switzerland,Defensive midfielder,Middenvelder,Round of 16,2,Colombia,1.258,1.1732946666666666,1.503,-57.99,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.9508929999999998,1,1,7.0,0.1488888888888889,0.38,0.1488888888888889,0.7891661533851608,1.0,0.13785986090000904,48,6.617273323200434
Granit Xhaka,https://en.wikipedia.org/wiki/Granit_Xhaka,Switzerland,Defensive midfielder,Middenvelder,Quarterfinals,3,Argentina,1.059,0.987694,1.784,-169.43,0.3333333333333333,0.6666666666666666,0.9326666666666666,0.5981323333333333,1,1,7.0,0.1488888888888889,0.38,0.1488888888888889,0.7891661533851608,1.0,0.11605214045557201,64,7.427336989156609
Habib Diarra,https://en.wikipedia.org/wiki/Habib_Diarra,Senegal,Midfielder,Middenvelder,Round of 32,1,Belgium,1.207,1.1571106666666668,1.566,-84.61,0.6666666666666666,0.3333333333333333,0.9586666666666667,0.944779,1,1,8.0,0.134,0.38,0.134,0.7891661533851608,1.0,0.12236244489647252,48,5.873397355030681
Harry Kane,https://en.wikipedia.org/wiki/Harry_Kane,England,Striker,Aanvaller,Round of 32,1,DR Congo,1.744,1.7172586666666665,1.084,154.55,1.0,0.0,0.9846666666666666,1.9136669999999998,3,2,6.0,0.445,0.62,0.445,1.65,1.1,1.3869868936,24,33.287685446400005
Harry Kane,https://en.wikipedia.org/wiki/Harry_Kane,England,Striker,Aanvaller,Round of 16,2,Mexico,1.416,1.28384,1.335,19.09,0.0,1.0,0.9066666666666667,1.1270583333333333,3,2,6.0,0.445,0.62,0.445,1.65,1.1,1.036925472,24,24.886211328
